author,comment,commentsCount,pageUrl,replyCount,title,type,videoID,voteCount,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
@ireneobonyo5465,This was a painful one to listen to because I have seen it. I'm glad you overcame.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,0,Youtube- Undoing my Father's damage.xlsx,comment,This was a painful one to listen to because I have seen it. I'm glad you overcame.,this was a painful one to listen to because i have seen it. i'm glad you overcame.,v1,18,False,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
@winskitchen.602,"This story has reminded me how Michael Jackson dad mistreated them and the kids got stressed ,sometimes  we as parents needs to rethink before we punish our kids,who said,lazima punishment be beaten,?",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,1,Youtube- Undoing my Father's damage.xlsx,comment,"This story has reminded me how Michael Jackson dad mistreated them and the kids got stressed ,sometimes  we as parents needs to rethink before we punish our kids,who said,lazima punishment be beaten,?","this story has reminded me how michael jackson dad mistreated them and the kids got stressed ,sometimes we as parents needs to rethink before we punish our kids,who said,lazima punishment be beaten,?",v1,34,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@angelbell716,Thanks for sharing your story 😊.  You just expressed what I have been going through without having the strength and words that you have. Thanks again  God bless you for your bravery 🙏🙏,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,1,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,1,Youtube- Undoing my Father's damage.xlsx,comment,Thanks for sharing your story 😊.  You just expressed what I have been going through without having the strength and words that you have. Thanks again  God bless you for your bravery 🙏🙏,thanks for sharing your story 😊. you just expressed what i have been going through without having the strength and words that you have. thanks again god bless you for your bravery 🙏🙏,v1,31,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@thediaryofaneasymommylife4046,"Toxic parents, childhood trauma, unstable marriage. Am glad blacks are starting to recognize what pain did to them. Talking about what the parents did, thats strength!!",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,4,Youtube- Undoing my Father's damage.xlsx,comment,"Toxic parents, childhood trauma, unstable marriage. Am glad blacks are starting to recognize what pain did to them. Talking about what the parents did, thats strength!!","toxic parents, childhood trauma, unstable marriage. am glad blacks are starting to recognize what pain did to them. talking about what the parents did, thats strength!!",v1,26,False,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
@erastusmuya7208,same boat..really eye opening,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,0,Youtube- Undoing my Father's damage.xlsx,comment,same boat..really eye opening,same boat..really eye opening,v1,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@nmnteamdknn8405,Nooooooo. That's very cruel... just for a book????why didn't you mom intervene??? GOOD lord....,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,0,Youtube- Undoing my Father's damage.xlsx,comment,Nooooooo. That's very cruel... just for a book????why didn't you mom intervene??? GOOD lord....,nooooooo. that's very cruel... just for a book????why didn't you mom intervene??? good lord....,v1,17,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@ednamuhanji,This is painful. Unbelievable. And your mum did nothing? 10 years old? You were so young. Needed protection.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,2,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,0,Youtube- Undoing my Father's damage.xlsx,comment,This is painful. Unbelievable. And your mum did nothing? 10 years old? You were so young. Needed protection.,this is painful. unbelievable. and your mum did nothing? 10 years old? you were so young. needed protection.,v1,18,False,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
@L-ameck,"This was amazing. Although you have not talked much about why your dad was sweet and bitter at the same time, I can see some traits of a narcissist from the way you describe his behavior. Having or growing up in a narcissistic environment can be very toxic for any child. I am close to one who was brought up and the mental disorder she has to fix at an old age is not worth it. It's devastating and draining. I hope you find peace.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,1,Youtube- Undoing my Father's damage.xlsx,comment,"This was amazing. Although you have not talked much about why your dad was sweet and bitter at the same time, I can see some traits of a narcissist from the way you describe his behavior. Having or growing up in a narcissistic environment can be very toxic for any child. I am close to one who was brought up and the mental disorder she has to fix at an old age is not worth it. It's devastating and draining. I hope you find peace.","this was amazing. although you have not talked much about why your dad was sweet and bitter at the same time, i can see some traits of a narcissist from the way you describe his behavior. having or growing up in a narcissistic environment can be very toxic for any child. i am close to one who was brought up and the mental disorder she has to fix at an old age is not worth it. it's devastating and draining. i hope you find peace.",v1,86,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@Thespokenfor,"Childhood traumas  are real, especially where toxic parents are concerned. 
Like you, when I  learned to recognize  and name my pain ,healing began. God above all.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,1,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,7,Youtube- Undoing my Father's damage.xlsx,comment,"Childhood traumas  are real, especially where toxic parents are concerned. 
Like you, when I  learned to recognize  and name my pain ,healing began. God above all.","childhood traumas are real, especially where toxic parents are concerned. like you, when i learned to recognize and name my pain ,healing began. god above all.",v1,26,False,False,True,True,False,False,False,False,False,False,emoji_or_punct_only
@Mildred-98,"Hugs and thank you for sharing this part of your life, sounds familiar but we are writing better stories for our children to tell...",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,1,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,2,Youtube- Undoing my Father's damage.xlsx,comment,"Hugs and thank you for sharing this part of your life, sounds familiar but we are writing better stories for our children to tell...","hugs and thank you for sharing this part of your life, sounds familiar but we are writing better stories for our children to tell...",v1,24,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@akinyiokeyo4618,Feeling the fear and beyond....asante.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,1,Youtube- Undoing my Father's damage.xlsx,comment,Feeling the fear and beyond....asante.,feeling the fear and beyond....asante.,v1,6,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@listanthenya5392,This is so painful to listen to! It's unfathomable! May you find healing!,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,2,Youtube- Undoing my Father's damage.xlsx,comment,This is so painful to listen to! It's unfathomable! May you find healing!,this is so painful to listen to! it's unfathomable! may you find healing!,v1,14,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@bellaolum9515,"I watched your story somewhere I think in Justus' channel, it was quite chilling. Thank God you are healing.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,2,Youtube- Undoing my Father's damage.xlsx,comment,"I watched your story somewhere I think in Justus' channel, it was quite chilling. Thank God you are healing.","i watched your story somewhere i think in justus' channel, it was quite chilling. thank god you are healing.",v1,19,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@authenticeve,"I heard a pastor say that sometimes parents are angry and bitter with their colleagues, and other grownups but because they can't fight them, they only need a little trigger to descend in their helpless kids with kicks and blows 😭😭😭",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,2,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,13,Youtube- Undoing my Father's damage.xlsx,comment,"I heard a pastor say that sometimes parents are angry and bitter with their colleagues, and other grownups but because they can't fight them, they only need a little trigger to descend in their helpless kids with kicks and blows 😭😭😭","i heard a pastor say that sometimes parents are angry and bitter with their colleagues, and other grownups but because they can't fight them, they only need a little trigger to descend in their helpless kids with kicks and blows 😭😭😭",v1,41,False,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
@JohnMmbaga_,Wow.... Reminds me to be careful as a parent. Thanks Otieno for your vulnerability.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,11,Youtube- Undoing my Father's damage.xlsx,comment,Wow.... Reminds me to be careful as a parent. Thanks Otieno for your vulnerability.,wow.... reminds me to be careful as a parent. thanks otieno for your vulnerability.,v1,14,False,False,True,False,False,False,False,False,True,False,emoji_or_punct_only
@staicykagai400,This is so sad.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,1,Youtube- Undoing my Father's damage.xlsx,comment,This is so sad.,this is so sad.,v1,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@shizma7917,Love you❣❣ you are wise and enough,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,3,Youtube- Undoing my Father's damage.xlsx,comment,Love you❣❣ you are wise and enough,love you❣❣ you are wise and enough,v1,7,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@WTFFeet,"The fact that your mum was watching helplessly. You'll  have to kill me first before doing that to my child. But the reality is...parents have done worse to their kids than ""society"".",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,0,Youtube- Undoing my Father's damage.xlsx,comment,"The fact that your mum was watching helplessly. You'll  have to kill me first before doing that to my child. But the reality is...parents have done worse to their kids than ""society"".","the fact that your mum was watching helplessly. you'll have to kill me first before doing that to my child. but the reality is...parents have done worse to their kids than ""society"".",v1,34,False,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
@kavutym666,Some years back a mother in kayole or dandora burned her child because he had stolen 50sh,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,1,Youtube- Undoing my Father's damage.xlsx,comment,Some years back a mother in kayole or dandora burned her child because he had stolen 50sh,some years back a mother in kayole or dandora burned her child because he had stolen 50sh,v1,17,True,False,True,False,False,False,False,True,False,True,substantive_v1
@shade_ofnite7autopsychogra411,Yeah it's called displacement,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,1,Youtube- Undoing my Father's damage.xlsx,comment,Yeah it's called displacement,yeah it's called displacement,v1,5,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@lizokoth6556,😭😭😭😭😭😭,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,0,Youtube- Undoing my Father's damage.xlsx,comment,😭😭😭😭😭😭,😭😭😭😭😭😭,v1,0,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
@Rixpoet,Story for another day. ❤️ May he rest in peace.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,0,Youtube- Undoing my Father's damage.xlsx,comment,Story for another day. ❤️ May he rest in peace.,story for another day. ❤️ may he rest in peace.,v1,9,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@dippynicole3691,I've really cried...... I just remembered my childhood memories. Sad sad sad,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,1,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,9,Youtube- Undoing my Father's damage.xlsx,comment,I've really cried...... I just remembered my childhood memories. Sad sad sad,i've really cried...... i just remembered my childhood memories. sad sad sad,v1,13,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@wanjirukaburu,"It takes being deliberate to look our hurt in the eye, call it out and take steps to heal from it. It's sad that our parents can and have caused us so much pain. In my journey, I have learnt that it's as a result of them dealing with their own demons. It has taken a deliberate self - love journey (part of the journey was publishing a book on the subject) to separate myself from the pain and heal; it still hurts sometimes but the journey continues. I pray that our parents heal and generation after generation parents do the work to be better and avoid the cycle. Home is supposed to be our safe space and when it's not, it's a terrible thing. May we all be better.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,13,Youtube- Undoing my Father's damage.xlsx,comment,"It takes being deliberate to look our hurt in the eye, call it out and take steps to heal from it. It's sad that our parents can and have caused us so much pain. In my journey, I have learnt that it's as a result of them dealing with their own demons. It has taken a deliberate self - love journey (part of the journey was publishing a book on the subject) to separate myself from the pain and heal; it still hurts sometimes but the journey continues. I pray that our parents heal and generation after generation parents do the work to be better and avoid the cycle. Home is supposed to be our safe space and when it's not, it's a terrible thing. May we all be better.","it takes being deliberate to look our hurt in the eye, call it out and take steps to heal from it. it's sad that our parents can and have caused us so much pain. in my journey, i have learnt that it's as a result of them dealing with their own demons. it has taken a deliberate self - love journey (part of the journey was publishing a book on the subject) to separate myself from the pain and heal; it still hurts sometimes but the journey continues. i pray that our parents heal and generation after generation parents do the work to be better and avoid the cycle. home is supposed to be our safe space and when it's not, it's a terrible thing. may we all be better.",v1,133,False,False,True,True,False,False,True,False,False,False,emoji_or_punct_only
@doriswangari2048,The pain in this story is so traumatising. The beauty about it though is that God has got you. You're alive for a reason.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,1,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,5,Youtube- Undoing my Father's damage.xlsx,comment,The pain in this story is so traumatising. The beauty about it though is that God has got you. You're alive for a reason.,the pain in this story is so traumatising. the beauty about it though is that god has got you. you're alive for a reason.,v1,25,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@millie_royalty6476,Pole Onyango I feel you well well😥...you are Soo eloquent 💯✔️,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,3,Youtube- Undoing my Father's damage.xlsx,comment,Pole Onyango I feel you well well😥...you are Soo eloquent 💯✔️,pole onyango i feel you well well😥...you are soo eloquent 💯✔️,v1,11,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@homesteadingwiththeangafam2158,"Thanks for sharing your story.  Childhood trauma is so real, some of us are still on the healing journey.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,10,Youtube- Undoing my Father's damage.xlsx,comment,"Thanks for sharing your story.  Childhood trauma is so real, some of us are still on the healing journey.","thanks for sharing your story. childhood trauma is so real, some of us are still on the healing journey.",v1,19,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@wambui-muiruri,Wow...may we always create peace and love for ourselves,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,3,Youtube- Undoing my Father's damage.xlsx,comment,Wow...may we always create peace and love for ourselves,wow...may we always create peace and love for ourselves,v1,10,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
@gladysyiga3149,"Lord God, give parents wisdom of how to raise children",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,2,Youtube- Undoing my Father's damage.xlsx,comment,"Lord God, give parents wisdom of how to raise children","lord god, give parents wisdom of how to raise children",v1,10,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@gladysyiga3149,"Oh dear, may God heal the many children out there who are hurting and have gone through a traumatizing childhood.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,2,Youtube- Undoing my Father's damage.xlsx,comment,"Oh dear, may God heal the many children out there who are hurting and have gone through a traumatizing childhood.","oh dear, may god heal the many children out there who are hurting and have gone through a traumatizing childhood.",v1,20,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@e.cheruto8509,"""it was the fact that I could name my pain, that's what made me heal"".. Profound",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,1,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,15,Youtube- Undoing my Father's damage.xlsx,comment,"""it was the fact that I could name my pain, that's what made me heal"".. Profound","""it was the fact that i could name my pain, that's what made me heal"".. profound",v1,17,False,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
@mercymsez,I'm so sorry ❤😭😭. Thank you for opening up. I'm praying for continued strength.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,2,Youtube- Undoing my Father's damage.xlsx,comment,I'm so sorry ❤😭😭. Thank you for opening up. I'm praying for continued strength.,i'm so sorry ❤😭😭. thank you for opening up. i'm praying for continued strength.,v1,15,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@SusanMarusha,"Much 💕 your way ,you overcame alot",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,2,Youtube- Undoing my Father's damage.xlsx,comment,"Much 💕 your way ,you overcame alot","much 💕 your way ,you overcame alot",v1,6,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@cecilliachi,"I feel so much love for you. I lost my beloved cousin to suicide many years back. You are indeed doing it! And giving hope to so so many. Keep going! You are divine, an extension of God. A spiritual being. Don’t ever forget that. Much love ❤️",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,1,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,12,Youtube- Undoing my Father's damage.xlsx,comment,"I feel so much love for you. I lost my beloved cousin to suicide many years back. You are indeed doing it! And giving hope to so so many. Keep going! You are divine, an extension of God. A spiritual being. Don’t ever forget that. Much love ❤️","i feel so much love for you. i lost my beloved cousin to suicide many years back. you are indeed doing it! and giving hope to so so many. keep going! you are divine, an extension of god. a spiritual being. don't ever forget that. much love ❤️",v1,48,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@lizokoth6556,So sorry. Quite a moving story.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,2,Youtube- Undoing my Father's damage.xlsx,comment,So sorry. Quite a moving story.,so sorry. quite a moving story.,v1,6,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@makena.cherry,I'm so sorry for what you had to go through💖,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,2,Youtube- Undoing my Father's damage.xlsx,comment,I'm so sorry for what you had to go through💖,i'm so sorry for what you had to go through💖,v1,11,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@bilhaportia8101,"This is deep, l feel like everyone should embrace therapy to heal from childhood traumas  we grew up in to avoid raising another generation in toxicity.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,2,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,25,Youtube- Undoing my Father's damage.xlsx,comment,"This is deep, l feel like everyone should embrace therapy to heal from childhood traumas  we grew up in to avoid raising another generation in toxicity.","this is deep, l feel like everyone should embrace therapy to heal from childhood traumas we grew up in to avoid raising another generation in toxicity.",v1,26,False,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
@lisaachiengodhiambo7381,At times our parents are the first bullies and heartbreakers we encounter in this world...more power to you for sharing your story and becoming👏👏👏,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,1,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,84,Youtube- Undoing my Father's damage.xlsx,comment,At times our parents are the first bullies and heartbreakers we encounter in this world...more power to you for sharing your story and becoming👏👏👏,at times our parents are the first bullies and heartbreakers we encounter in this world...more power to you for sharing your story and becoming👏👏👏,v1,25,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@Rixpoet,This story is fresh to me all the time I narrate it. I've come so far. I'm so grateful for the power of healing. There is hope for all of us.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,33,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,261,Youtube- Undoing my Father's damage.xlsx,comment,This story is fresh to me all the time I narrate it. I've come so far. I'm so grateful for the power of healing. There is hope for all of us.,this story is fresh to me all the time i narrate it. i've come so far. i'm so grateful for the power of healing. there is hope for all of us.,v1,33,False,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
@naillahanne4129,Ooh No hugs my darling may God heal you.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,3,Youtube- Undoing my Father's damage.xlsx,comment,Ooh No hugs my darling may God heal you.,ooh no hugs my darling may god heal you.,v1,9,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@Babyras254,"I love Rix.
I have learned a lot by following his healing journey on social media and I must say he's a rare kind of a man.
Not many men openly talk about their struggles with their mental health. In fact, not many men are ever willing to talk about their strained relationships with their fathers and probably address the trauma that results from toxic families. Rix has led the way and more men should emulate him.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,35,Youtube- Undoing my Father's damage.xlsx,comment,"I love Rix.
I have learned a lot by following his healing journey on social media and I must say he's a rare kind of a man.
Not many men openly talk about their struggles with their mental health. In fact, not many men are ever willing to talk about their strained relationships with their fathers and probably address the trauma that results from toxic families. Rix has led the way and more men should emulate him.","i love rix. i have learned a lot by following his healing journey on social media and i must say he's a rare kind of a man. not many men openly talk about their struggles with their mental health. in fact, not many men are ever willing to talk about their strained relationships with their fathers and probably address the trauma that results from toxic families. rix has led the way and more men should emulate him.",v1,78,True,False,True,True,False,False,True,True,False,False,emoji_or_punct_only
@mremboblog,"But his mother watched all this and did not do anything... yaanii!!! Aieh!!! Aieh!!! I have no words. He broke your trust. He broke your spirit!! It was the love betrayed by that absolute, controlled violence!!! Wooii... the trauma!!!",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,7,Undoing My Father’s Damage - Onyango Otieno (Rix poet),comment,,8,Youtube- Undoing my Father's damage.xlsx,comment,"But his mother watched all this and did not do anything... yaanii!!! Aieh!!! Aieh!!! I have no words. He broke your trust. He broke your spirit!! It was the love betrayed by that absolute, controlled violence!!! Wooii... the trauma!!!","but his mother watched all this and did not do anything... yaanii!!! aieh!!! aieh!!! i have no words. he broke your trust. he broke your spirit!! it was the love betrayed by that absolute, controlled violence!!! wooii... the trauma!!!",v1,39,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@kap849,"My mum excused my dad's bad behaviour as ""that's how men are"". I don't think anyone should walk into the house you just cleaned with muddy shoes! No man or woman should do that. My dad had no problem doing that, or leaving his mess everywhere and you know ""that's how men are."" I don't care if you are a man or woman, manners apply to all.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,3,Youtube- Undoing my Father's damage.xlsx,comment,"My mum excused my dad's bad behaviour as ""that's how men are"". I don't think anyone should walk into the house you just cleaned with muddy shoes! No man or woman should do that. My dad had no problem doing that, or leaving his mess everywhere and you know ""that's how men are."" I don't care if you are a man or woman, manners apply to all.","my mum excused my dad's bad behaviour as ""that's how men are"". i don't think anyone should walk into the house you just cleaned with muddy shoes! no man or woman should do that. my dad had no problem doing that, or leaving his mess everywhere and you know ""that's how men are."" i don't care if you are a man or woman, manners apply to all.",v1,72,True,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
@Lillyanne26,He said the mom was a victim too😢,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,0,Youtube- Undoing my Father's damage.xlsx,comment,He said the mom was a victim too😢,he said the mom was a victim too😢,v1,8,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@jennymayna5334,May you find total healing 🙏,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,0,Youtube- Undoing my Father's damage.xlsx,comment,May you find total healing 🙏,may you find total healing 🙏,v1,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@Rixpoet,"Yes, we are.",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,1,Youtube- Undoing my Father's damage.xlsx,comment,"Yes, we are.","yes, we are.",v1,3,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
@Rixpoet,Peace & blessings. 😊,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,0,Youtube- Undoing my Father's damage.xlsx,comment,Peace & blessings. 😊,peace & blessings. 😊,v1,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@the_globalmathematician,"Hey boo! I love you 😭❤️❤️❤️❤️❤️❤️❤️ and you look so hot here 😂😂😂🤗🤗🤗. You're my hero, thank you for helping me find peace ❤️❤️❤️🦋🦋🦋",175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,7,Youtube- Undoing my Father's damage.xlsx,comment,"Hey boo! I love you 😭❤️❤️❤️❤️❤️❤️❤️ and you look so hot here 😂😂😂🤗🤗🤗. You're my hero, thank you for helping me find peace ❤️❤️❤️🦋🦋🦋","hey boo! i love you 😭❤️❤️❤️❤️❤️❤️❤️ and you look so hot here 😂😂😂🤗🤗🤗. you're my hero, thank you for helping me find peace ❤️❤️❤️🦋🦋🦋",v1,22,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@EngageTalk,Thank you for sharing this and trusting us with this. It will help many recognise their trauma and begin their healing journey. Thank you and bless you for the work you do in trauma healing.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,5,Youtube- Undoing my Father's damage.xlsx,comment,Thank you for sharing this and trusting us with this. It will help many recognise their trauma and begin their healing journey. Thank you and bless you for the work you do in trauma healing.,thank you for sharing this and trusting us with this. it will help many recognise their trauma and begin their healing journey. thank you and bless you for the work you do in trauma healing.,v1,35,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@bilhaportia8101,Thank you for sharing,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,3,Youtube- Undoing my Father's damage.xlsx,comment,Thank you for sharing,thank you for sharing,v1,4,False,False,True,False,False,False,False,False,False,False,not_substantive_v1
@Babyras254,Love and light Rix❤️,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,2,Youtube- Undoing my Father's damage.xlsx,comment,Love and light Rix❤️,love and light rix❤️,v1,4,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@lizokoth6556,Thanks for sharing. I like your stories.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,2,Youtube- Undoing my Father's damage.xlsx,comment,Thanks for sharing. I like your stories.,thanks for sharing. i like your stories.,v1,7,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
@griffinsndhine,Really touching story.,175,https://www.youtube.com/watch?v=BCDdf4fSpYg,0,Undoing My Father’s Damage - Onyango Otieno (Rix poet),reply,,2,Youtube- Undoing my Father's damage.xlsx,comment,Really touching story.,really touching story.,v1,3,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
